Gia,Log_Gia,Tuoi_xe,Log_So_Km_da_di,Km_moi_nam,Tuoi_xe_x_Km,TinhTrang_x_XuatXu,LoaiXe_x_PhanKhuc,Vung_mien_code,Thuong_hieu_code,Dong_xe_code,Loai_xe_code,Tinh_trang_code,Xuat_xu_code,Phan_khuc_dung_tich_code
18500000.0,16.733281344102608,0,10.568209538078998,388780.0,0.0,7,0,1,12,139,1,1,7,0
8200000.0,15.919644834185693,31,12.388398368982115,7717.041800643086,384.04034943844556,9,4,1,30,48,2,1,9,2
13500000.0,16.41820031748273,31,10.859018228147887,1672.0257234726687,336.6295650725845,3,4,1,12,35,2,1,3,2
40000000.0,17.50439003707821,20,10.239995502805316,1393.0348258706467,204.7999100561063,8,0,1,12,46,1,1,8,0
22000000.0,16.906553056777135,11,13.122365377402328,45045.045045045044,144.34601915142562,7,0,1,37,57,0,1,7,0
8900000.0,16.001561947061912,16,0.0,0.0,0.0,3,0,1,37,143,2,1,3,0
22000000.0,16.906553056777135,5,10.239995502805316,5490.196078431373,51.19997751402658,4,0,1,12,180,0,1,4,0
18500000.0,16.733281344102608,10,10.668978650219241,4257.425742574257,106.68978650219242,3,0,1,12,88,1,1,3,0
17900000.0,16.700311326676903,14,9.90353755128617,1418.4397163120568,138.64952571800637,8,0,1,30,181,0,1,8,0
64000000.0,17.974393656948944,21,7.7102051944325325,105.68720379146919,161.9143090830832,7,0,1,12,177,2,1,7,0
13500000.0,16.41820031748273,15,11.127277689932466,4503.311258278146,166.909165348987,3,0,1,12,177,2,1,3,0
18000000.0,16.705882371415992,16,10.545367754151743,2360.2484472049687,168.72588406642788,7,0,1,24,170,1,1,7,0
48000000.0,17.6867115897055,1,8.006700845440367,2727.272727272727,8.006700845440367,3,0,1,12,11,1,1,3,0
15800000.0,16.575520561288332,6,11.034905792929415,10163.934426229509,66.20943475757649,7,0,1,12,180,0,1,7,0
7000000.0,15.76142084987672,12,10.308985993422082,2479.3388429752067,123.70783192106498,7,0,1,37,110,1,1,7,0
14000000.0,16.454567959008102,22,11.51293546492023,4524.886877828054,253.28458022824503,7,0,1,12,177,2,1,7,0
47000000.0,17.665658180950928,6,9.90353755128617,3278.688524590164,59.42122530771702,7,0,1,24,170,1,1,7,0
10000000.0,16.118095750958314,16,9.210440366976517,621.1180124223602,147.36704587162427,7,0,1,12,11,1,1,7,0
21000000.0,16.860033043306743,9,10.275085591132715,3186.813186813187,92.47577032019444,4,0,1,24,99,1,1,4,0
10800000.0,16.195056784687036,18,9.210440366976517,552.4861878453038,165.7879266055773,5,0,1,37,100,1,1,5,0
23000000.0,16.951004817371683,8,12.611541086966115,37037.03703703704,100.89232869572892,7,0,1,12,145,0,1,7,3
19500000.0,16.785925074816024,11,11.156264806643742,6306.306306306306,122.71891287308117,7,0,1,37,57,0,1,7,0
10800000.0,16.195056784687036,18,9.60245002503719,817.6795580110496,172.8441004506694,5,0,1,37,100,1,1,5,0
11000000.0,16.213405921671733,18,9.99884318585288,1215.4696132596684,179.97917734535184,3,4,1,12,177,2,1,3,2
25000000.0,17.034386422832473,11,11.51293546492023,9009.009009009009,126.64229011412252,7,0,1,24,170,1,1,7,0
62000000.0,17.9426449591384,3,7.2682230211595655,462.258064516129,21.8046690634787,8,0,1,12,27,0,1,8,0
150000000.0,18.826145858727198,4,10.87806606028079,12926.829268292684,43.51226424112316,5,1,1,12,139,1,1,5,1
80000000.0,18.197537205138154,3,11.251573687764477,24838.709677419352,33.75472106329343,4,0,1,24,149,1,1,4,0
21600000.0,16.888203918950687,10,9.105090961257085,891.0891089108911,91.05090961257085,8,0,1,12,11,1,1,8,0
119000000.0,18.594634059479166,2,7.650168700845001,1000.0,15.300337401690001,5,1,1,12,139,1,1,5,1
108000000.0,18.497641794347754,3,9.546884034617925,4516.129032258064,28.640652103853775,5,1,1,12,139,1,1,5,1
80000000.0,18.197537205138154,15,12.676079399771027,21192.052980132452,190.1411909965654,7,0,1,12,139,1,1,7,0
20000000.0,16.811242881518265,10,10.950824090522445,5643.564356435644,109.50824090522445,7,0,1,37,57,0,1,7,0
7000000.0,15.76142084987672,14,10.373522431293592,2269.503546099291,145.2293140381103,7,0,1,37,100,1,1,7,0
17000000.0,16.648723960844016,19,10.308985993422082,1570.6806282722512,195.87073387501957,8,0,1,37,57,2,1,8,0
155000000.0,18.858935681335133,6,8.517393171418904,819.672131147541,51.10435902851343,8,0,1,12,27,0,1,8,1
9500000.0,16.066802461833923,13,11.289794413577894,6106.8702290076335,146.76732737651264,7,0,1,12,11,1,1,7,0
5700000.0,15.555976908243359,33,10.308985993422082,906.3444108761329,340.1965377829287,5,0,1,12,48,2,1,5,0
50000000.0,17.72753358339242,4,8.813884558025606,1640.487804878049,35.255538232102424,5,0,1,12,167,1,1,5,0
19500000.0,16.785925074816024,6,9.90353755128617,3278.688524590164,59.42122530771702,3,0,1,12,172,1,1,3,0
12000000.0,16.300417291085605,10,9.210440366976517,990.0990099009902,92.10440366976516,3,0,1,12,48,0,1,3,0
2300000.0,14.648420115681892,12,12.024796542059402,13788.429752066117,144.2975585047128,7,0,1,29,173,2,1,7,0
12500000.0,16.341239282272525,7,10.596659732783579,5633.802816901409,74.17661812948505,3,0,1,12,179,0,1,3,0
26600000.0,17.096421811345913,10,9.105090961257085,891.0891089108911,91.05090961257085,8,0,1,12,11,1,1,8,0
18500000.0,16.733281344102608,8,10.545367754151743,4691.358024691358,84.36294203321394,3,0,1,37,113,1,1,3,0
28500000.0,17.1654146803266,7,8.764209507142004,901.4084507042254,61.34946654999403,3,0,1,12,167,1,1,3,0
34000000.0,17.341871111992198,7,10.463131911491967,4929.577464788733,73.24192338044377,8,0,1,12,167,1,1,8,0
38000000.0,17.453096744006448,1,7.3783837129967145,1454.5454545454545,7.3783837129967145,8,0,1,12,167,1,1,8,0
26000000.0,17.073607134447293,4,9.798182590890704,4390.243902439025,39.192730363562816,7,0,1,12,172,1,1,7,0
19000000.0,16.759949589762293,7,9.85329891095284,2678.8732394366198,68.97309237666988,7,0,1,12,11,1,1,7,0
36500000.0,17.41282284594998,8,10.645448706505872,5185.185185185185,85.16358965204698,3,0,1,12,140,1,1,3,0
18500000.0,16.733281344102608,4,10.05195066017375,5658.536585365854,40.207802640695,8,0,1,37,81,1,1,8,0
72900000.0,18.104599210696307,7,9.61587214452889,2112.6760563380285,67.31110501170222,7,0,1,12,139,1,1,7,0
7500000.0,15.830413711839864,12,12.206077645517674,16528.92561983471,146.47293174621208,3,0,1,37,94,1,1,3,0
55000000.0,17.822843761378564,8,11.51293546492023,12345.67901234568,92.10348371936183,7,0,1,12,139,1,1,7,0
29500000.0,17.19990085520835,6,10.221977646629885,4508.196721311476,61.33186587977931,4,0,1,12,167,1,1,4,0
128000000.0,18.667540829696392,5,9.825580063659602,3627.450980392157,49.12790031829801,7,0,1,12,26,0,1,7,1
21500000.0,16.88356353960952,5,9.61587214452889,2941.1764705882356,48.07936072264445,7,0,1,37,57,0,1,7,0
33000000.0,17.312018149733785,9,10.896757843893464,5934.065934065934,98.07082059504118,7,0,1,24,171,1,1,7,0
3500000.0,15.068273812173887,19,9.071193240566025,455.49738219895283,172.35267157075447,7,4,1,30,13,2,1,7,2
4850000.0,15.394489469099211,19,0.0,0.0,0.0,3,2,1,12,146,1,1,3,2
20000000.0,16.811242881518265,7,10.778977123006351,6760.56338028169,75.45283986104445,7,0,1,12,11,1,1,7,0
6000000.0,15.607270193858982,14,9.678655075789957,1132.7659574468084,135.50117106105938,8,0,1,12,177,2,1,8,0
29000000.0,17.182806422433504,10,10.933124826700707,5544.554455445545,109.33124826700707,7,0,1,12,140,1,1,7,0
7000000.0,15.76142084987672,13,10.915106645867503,4198.473282442748,141.89638639627753,7,0,1,12,177,2,1,7,0
66000000.0,18.005165315142214,3,9.546884034617925,4516.129032258064,28.640652103853775,7,0,1,37,184,0,1,7,0
13000000.0,16.380459992348886,6,11.156264806643742,11475.409836065575,66.93758883986246,3,0,1,12,177,2,1,3,0
32000000.0,17.281246492014,11,10.896757843893464,4864.864864864865,119.8643362828281,7,0,1,12,140,1,1,7,0
32000000.0,17.281246492014,7,10.896757843893464,7605.633802816902,76.27730490725425,8,0,1,12,167,1,1,8,0
34000000.0,17.341871111992198,10,10.933124826700707,5544.554455445545,109.33124826700707,7,0,1,12,140,1,1,7,0
23000000.0,16.951004817371683,5,10.239995502805316,5490.196078431373,51.19997751402658,7,0,1,12,180,0,1,7,0
890000000.0,20.606732021814054,2,0.0,0.0,0.0,7,0,1,24,170,1,1,7,0
3800000.0,15.150511887854474,16,9.210440366976517,621.1180124223602,147.36704587162427,8,0,1,37,110,1,1,8,0
2200000.0,14.603968372873895,16,11.51293546492023,6211.1801242236015,184.20696743872367,8,0,1,12,177,2,1,8,0
8500000.0,15.955576839107596,13,11.608244735642321,8396.946564885497,150.90718156335018,7,0,1,12,177,2,1,7,0
10000000.0,16.118095750958314,17,1.791759469228055,0.29239766081871343,30.459910976876934,3,0,1,12,34,1,1,3,0
13000000.0,16.380459992348886,6,11.002116507732017,9836.065573770493,66.0126990463921,3,0,1,12,177,2,1,3,0
53000000.0,17.78580249038432,15,11.51293546492023,6622.516556291391,172.69403197380345,8,0,1,37,57,2,1,8,0
32000000.0,17.281246492014,1,7.0909098220799835,1090.9090909090908,7.0909098220799835,0,3,1,12,172,1,1,0,3
8000000.0,15.894952224644102,12,10.778977123006351,3966.942148760331,129.34772547607622,9,0,1,12,48,1,1,9,0
14500000.0,16.489659276356317,9,11.51293546492023,10989.010989010989,103.61641918428207,8,0,1,37,57,0,1,8,0
23000000.0,16.951004817371683,14,10.308985993422082,2127.6595744680853,144.32580390790915,4,0,1,24,170,1,1,4,0
21900000.0,16.90199724044883,3,9.723223876851618,5387.096774193548,29.169671630554852,8,0,1,12,180,0,1,8,0
10500000.0,16.166885910365842,14,10.596659732783579,2836.8794326241136,148.3532362589701,7,0,1,12,177,2,1,7,0
32000000.0,17.281246492014,10,10.915106645867503,5445.544554455446,109.15106645867503,7,0,1,12,140,1,1,7,0
15000000.0,16.52356082573315,2,8.699681400989514,2857.142857142857,17.399362801979027,8,4,1,19,24,2,1,8,2
15500000.0,16.5563506464056,45,11.51293546492023,2217.294900221729,518.0820959214103,8,4,1,12,42,2,1,8,2
21000000.0,16.860033043306743,8,11.542493975902508,12716.04938271605,92.33995180722006,7,0,1,12,11,1,1,7,0
15800000.0,16.575520561288332,7,0.0,0.0,0.0,1,4,1,12,42,2,1,1,2
250000000.0,19.33697147982652,25,11.383716147280412,3501.1155378486055,284.5929036820103,8,0,1,29,147,0,1,8,0
11000000.0,16.213405921671733,13,10.414333176102122,2544.5038167938933,135.3863312893276,7,0,1,12,11,1,1,7,0
29753000.0,17.208440558818058,8,11.156264806643742,8641.975308641975,89.25011845314994,7,0,1,12,114,1,1,7,0
33000000.0,17.312018149733785,3,10.203629181337648,8709.677419354839,30.610887544012947,7,0,1,37,57,0,1,7,0
42000000.0,17.553180200057167,1,5.993961427306569,363.6363636363636,5.993961427306569,7,0,1,12,167,1,1,7,0
1000000.0,13.815511557963774,22,9.734417801417921,764.1628959276018,214.15719163119425,3,4,1,12,177,2,1,3,2
2700000.0,14.80876270134486,19,11.727940065710701,6491.465968586387,222.8308612485033,3,4,1,37,84,2,1,3,2
20000000.0,16.811242881518265,3,11.097425172408931,21290.32258064516,33.29227551722679,4,0,1,12,16,1,1,4,0
37500000.0,17.439851517607305,3,9.952325334619427,6774.193548387097,29.856976003858282,7,0,1,12,88,1,1,7,0
70000000.0,18.064005814299346,14,10.463131911491967,2482.2695035460993,146.48384676088753,4,0,1,12,139,1,1,4,0
15000000.0,16.52356082573315,6,11.51293546492023,16393.44262295082,69.07761278952137,3,0,1,37,57,0,1,3,0
6000000.0,15.607270193858982,10,6.90875477931522,99.00990099009901,69.0875477931522,5,0,1,12,42,2,1,5,0
8500000.0,15.955576839107596,25,11.51293546492023,3984.06374501992,287.8233866230057,3,2,1,12,68,1,1,3,2
11500000.0,16.257857680289998,10,6.2166061010848646,49.504950495049506,62.166061010848644,3,4,1,37,143,2,1,3,2
54900000.0,17.821023924694696,1,8.160803920954665,3181.8181818181815,8.160803920954665,7,0,1,12,11,1,1,7,0
70800000.0,18.07536957278824,6,9.105090961257085,1475.409836065574,54.630545767542515,8,0,1,12,139,1,1,8,0
25500000.0,17.05418904934434,5,3.4011973816621555,5.686274509803922,17.005986908310778,7,0,1,12,172,1,1,7,0
24500000.0,17.01418371633128,3,9.680406499268875,5161.290322580645,29.041219497806622,7,0,1,29,135,0,1,7,0
33000000.0,17.312018149733785,6,10.668978650219241,7049.180327868853,64.01387190131544,8,0,1,12,167,1,1,8,0
6500000.0,15.687312888712007,8,13.697727647307882,109739.25925925927,109.58182117846306,7,4,1,37,143,2,1,7,2
6500000.0,15.687312888712007,15,10.819798284210286,3311.2582781456954,162.29697426315428,7,0,1,37,48,1,1,7,0
10000000.0,16.118095750958314,22,11.51293546492023,4524.886877828054,253.28458022824503,3,0,1,12,46,1,1,3,0
27900000.0,17.14413728263389,5,8.987321812850125,1568.6274509803923,44.936609064250625,7,0,1,12,172,1,1,7,0
12000000.0,16.300417291085605,8,10.838443009639438,6289.0123456790125,86.7075440771155,8,0,1,12,177,2,1,8,0
18500000.0,16.733281344102608,10,9.19755903761145,977.4257425742575,91.9755903761145,4,0,1,12,27,0,1,4,0
80000000.0,18.197537205138154,5,9.392745258631441,2352.9411764705883,46.96372629315721,8,0,1,12,139,1,1,8,0
23500000.0,16.97251102166758,6,9.90353755128617,3278.688524590164,59.42122530771702,7,0,1,12,172,1,1,7,0
14500000.0,16.489659276356317,11,11.127277689932466,6126.126126126126,122.40005458925712,7,0,1,12,11,1,1,7,0
18500000.0,16.733281344102608,2,1.791759469228055,2.380952380952381,3.58351893845611,4,4,1,12,48,2,1,4,2
60000000.0,17.909855136853043,5,11.225256725762893,14705.882352941178,56.12628362881446,8,0,1,12,9,1,1,8,0
28000000.0,17.147715103853763,3,10.12667110305036,8064.516129032258,30.380013309151078,7,0,1,12,180,0,1,7,0
18500000.0,16.733281344102608,9,9.305741456739435,1208.7912087912089,83.75167311065492,3,4,1,12,177,2,1,3,2
34800000.0,17.365127973480334,3,9.210440366976517,3225.806451612903,27.63132110092955,7,0,1,12,11,1,1,7,0
6000000.0,15.607270193858982,17,13.38449069072419,38002.63157894737,227.53634174231124,6,4,1,12,177,2,1,6,2
45000000.0,17.622173069956816,6,9.210440366976517,1639.344262295082,55.2626422018591,4,0,1,12,167,1,1,4,0
45000000.0,17.622173069956816,3,9.472781556562168,4193.548387096774,28.418344669686505,7,0,1,12,88,1,1,7,0
19800000.0,16.801192546169812,6,10.968215530759236,9508.196721311477,65.80929318455541,7,0,1,12,180,0,1,7,0
190000000.0,19.06253463538792,15,8.03947991910045,205.2980132450331,120.59219878650674,10,0,1,12,139,1,1,10,0
82000000.0,18.22222981742365,3,8.922791623969637,2419.3548387096776,26.76837487190891,7,0,1,12,139,1,1,7,0
29900000.0,17.21336907180573,9,3.4339872044851463,3.296703296703297,30.905884840366316,4,0,1,24,170,1,1,4,0
10800000.0,16.195056784687036,12,10.308985993422082,2479.3388429752067,123.70783192106498,7,0,1,12,88,1,1,7,0
29000000.0,17.182806422433504,12,0.6931471805599453,0.08264462809917356,8.317766166719343,4,0,1,37,57,2,1,4,0
16500000.0,16.61887099947687,2,12.611541086966115,142857.14285714284,25.22308217393223,3,0,1,12,177,2,1,3,0
19800000.0,16.801192546169812,10,9.90353755128617,1980.1980198019803,99.0353755128617,7,0,1,12,11,1,1,7,0
68500000.0,18.042344317830995,7,9.798182590890704,2535.211267605634,68.58727813623493,7,0,1,12,139,1,1,7,0
37800000.0,17.44781968704484,5,9.61587214452889,2941.1764705882356,48.07936072264445,7,0,1,12,11,1,1,7,0
35800000.0,17.393458479303888,6,9.61587214452889,2459.016393442623,57.69523286717334,4,0,1,12,167,1,1,4,0
40000000.0,17.50439003707821,3,10.453428114630672,11181.290322580644,31.360284343892015,5,0,1,15,86,0,1,5,1
6500000.0,15.687312888712007,10,13.413361445859302,66225.74257425743,134.133614458593,1,4,1,12,177,2,1,1,2
7000000.0,15.76142084987672,31,10.915106645867503,1768.4887459807073,338.3683060218926,3,4,1,12,35,2,1,3,2
10500000.0,16.166885910365842,5,9.210440366976517,1960.7843137254904,46.05220183488258,4,4,1,12,18,2,1,4,2
49500000.0,17.71748324774094,2,9.105090961257085,4285.714285714285,18.21018192251417,7,0,1,12,11,1,1,7,0
40800000.0,17.524192663884193,3,9.15915233520675,3064.516129032258,27.477457005620252,7,0,1,12,11,1,1,7,0
71600000.0,18.086605645897354,5,6.803505257608338,176.47058823529412,34.01752628804169,8,0,1,12,139,1,1,8,0
21000000.0,16.860033043306743,4,10.502351525774941,8878.048780487805,42.009406103099764,7,0,1,12,180,0,1,7,0
31800000.0,17.274976879196945,11,9.61587214452889,1351.3513513513515,105.77459358981778,7,0,1,12,140,1,1,7,0
25000000.0,17.034386422832473,10,10.985309671896763,5841.584158415842,109.85309671896763,7,0,1,12,114,1,1,7,0
28000000.0,17.147715103853763,6,8.434028950155469,754.0983606557378,50.60417370093281,7,0,1,37,113,1,1,7,0
35000000.0,17.370858648025116,9,11.040551027578491,6851.758241758242,99.36495924820642,7,0,1,12,140,1,1,7,0
28900000.0,17.179352187684735,9,3.258096538021482,2.7472527472527473,29.32286884219334,4,0,1,24,73,1,1,4,0
25000000.0,17.034386422832473,1,9.210440366976517,9090.90909090909,9.210440366976517,8,0,1,12,16,1,1,8,0
268000000.0,19.406497542206473,8,7.533158807455563,230.6172839506173,60.265270459644505,5,0,1,8,78,0,1,5,1
4500000.0,15.319588176962746,16,10.596659732783579,2484.4720496894406,169.54655572453726,7,0,1,37,100,1,1,7,0
29000000.0,17.182806422433504,6,9.510519035757246,2213.1147540983607,57.063114214543475,7,0,1,24,91,1,1,7,0
40000000.0,17.50439003707821,5,10.165890277802454,5098.0392156862745,50.82945138901227,5,0,1,9,90,0,1,5,1
38500000.0,17.46616882523204,3,9.210440366976517,3225.806451612903,27.63132110092955,7,0,1,12,88,1,1,7,0
8600000.0,15.967272877502799,15,10.308985993422082,1986.7549668874174,154.63478990133123,7,0,1,12,88,1,1,7,0
38500000.0,17.46616882523204,8,9.798182590890704,2222.222222222222,78.38546072712563,7,0,1,12,140,1,1,7,0
9990000.0,16.11709525072483,17,9.210340371976184,584.7368421052631,156.5757863235951,8,0,1,37,100,1,1,8,0
25000000.0,17.034386422832473,9,9.61587214452889,1648.3516483516485,86.54284930076001,7,0,1,12,42,2,1,7,0
179000000.0,19.00289636939162,13,10.34177474101152,2366.412213740458,134.44307163314977,4,0,1,12,139,1,1,4,0
13000000.0,16.380459992348886,10,9.472781556562168,1287.1287128712872,94.72781556562168,3,0,1,12,63,2,1,3,0
48000000.0,17.6867115897055,15,11.618293980596055,7358.3443708609275,174.27440970894082,8,0,1,37,57,0,1,8,0
133000000.0,18.705859693704824,14,9.90353755128617,1418.4397163120568,138.64952571800637,3,0,1,12,139,1,1,3,0
40000000.0,17.50439003707821,25,10.085850775128717,956.1752988047808,252.14626937821794,3,0,1,12,146,1,1,3,0
79000000.0,18.184958423089522,12,10.425846412115792,2786.694214876033,125.1101569453895,8,0,1,12,27,0,1,8,0
15700000.0,16.5691713340128,7,10.165890277802454,3661.971830985916,71.16123194461719,7,0,1,12,172,1,1,7,0
67000000.0,18.020203192280615,9,10.373522431293592,3516.4835164835167,93.36170188164233,5,0,1,12,34,1,1,5,0
4800000.0,15.38412668421143,11,11.695255355062795,10810.810810810812,128.64780890569074,3,0,1,37,110,1,1,3,0
10800000.0,16.195056784687036,13,10.691967639914864,3358.7786259541986,138.99557931889325,7,0,1,12,11,1,1,7,0
14300000.0,16.475770165160203,11,9.210440366976517,900.900900900901,101.31484403674169,3,0,1,12,88,1,1,3,0
14999999.0,16.523560759066484,12,13.458835614025542,57851.15702479339,161.5060273683065,3,0,1,12,11,1,1,3,0
36000000.0,17.399029524198163,9,9.680406499268875,1758.2417582417584,87.12365849341987,7,0,1,24,149,1,1,7,0
112000000.0,18.53400943818794,2,9.305741456739435,5238.095238095238,18.61148291347887,5,1,1,12,139,1,1,5,1
16800000.0,16.636889503897294,7,12.611541086966115,42253.52112676056,88.28078760876281,7,0,1,12,179,0,1,7,0
60000000.0,17.909855136853043,9,9.90353755128617,2197.802197802198,89.13183796157554,1,0,1,16,48,0,1,1,1
13300000.0,16.40327466837995,21,9.61587214452889,710.9004739336492,201.9333150351067,7,4,1,12,35,2,1,7,2
6500000.0,15.687312888712007,9,9.210440366976517,1098.901098901099,82.89396330278865,7,0,1,37,143,2,1,7,0
20000000.0,16.811242881518265,13,7.76046702921342,179.00763358778627,100.88607137977446,3,2,1,12,48,1,1,3,2
58000000.0,17.87595358575207,9,9.327856705404022,1235.8241758241759,83.95071034863619,8,0,1,12,139,1,1,8,0
82000000.0,18.22222981742365,1,8.514188682395938,4530.909090909091,8.514188682395938,5,4,1,12,177,2,1,5,2
4000000.0,15.201805169084134,21,5.247024072160486,8.95734597156398,110.1875055153702,9,0,1,19,48,1,1,9,0
4000000.0,15.201805169084134,21,5.247024072160486,8.95734597156398,110.1875055153702,9,0,1,19,48,1,1,9,0
65500000.0,17.997560715872655,7,10.308985993422082,4225.352112676057,72.16290195395457,4,0,1,12,167,1,1,4,0
270000000.0,19.413932520666354,8,7.532623618788788,230.49382716049385,60.260988950310306,5,0,1,8,78,0,1,5,1
28000000.0,17.147715103853763,5,9.472781556562168,2549.0196078431372,47.36390778281084,4,0,1,12,145,0,1,4,0
128000000.0,18.667540829696392,8,10.668978650219241,5308.641975308642,85.35182920175393,4,1,1,12,139,1,1,4,1
4800000.0,15.38412668421143,14,10.714439990727769,3191.4893617021276,150.00215987018876,3,0,1,37,110,1,1,3,0
8500000.0,15.955576839107596,18,0.0,0.0,0.0,3,0,1,12,177,2,1,3,0
30000000.0,17.216707972959764,5,10.203629181337648,5294.117647058824,51.01814590668824,7,0,1,12,88,1,1,7,0
50000000.0,17.72753358339242,17,9.90353755128617,1169.5906432748536,168.3601383718649,4,0,1,12,46,1,1,4,0
53000000.0,17.78580249038432,2,11.512925464970229,47618.57142857143,23.025850929940457,3,0,1,12,140,1,1,3,0
20500000.0,16.835935492889124,9,10.714439990727769,4945.054945054945,96.42995991654992,4,0,1,37,57,0,1,4,0
53000000.0,17.78580249038432,4,9.472781556562168,3170.7317073170734,37.89112622624867,7,0,1,12,140,1,1,7,0
8500000.0,15.955576839107596,15,10.819798284210286,3311.2582781456954,162.29697426315428,7,0,1,12,88,1,1,7,0
100000000.0,18.420680753952364,18,10.308985993422082,1657.4585635359115,185.56174788159748,3,0,1,12,146,1,1,3,0
6000000.0,15.607270193858982,6,8.748463629942055,1032.7868852459017,52.49078177965233,8,4,1,28,48,2,1,8,2
16500000.0,16.61887099947687,17,13.122365377402328,29239.76608187134,223.08021141583959,5,0,1,12,11,1,1,5,0
19000000.0,16.759949589762293,5,9.674137279312397,3117.6470588235297,48.370686396561986,5,0,1,9,39,2,1,5,0
67000000.0,18.020203192280615,8,10.308985993422082,3703.703703703704,82.47188794737666,7,0,1,12,139,1,1,7,0
19000000.0,16.759949589762293,0,1.0986122886681098,20.0,0.0,3,0,1,12,177,2,1,3,0
89000000.0,18.30414693893237,6,8.006700845440367,491.80327868852464,48.0402050726422,4,0,1,37,121,0,1,4,1
10000000.0,16.118095750958314,18,11.156264806643742,3867.403314917127,200.81276651958737,8,0,1,12,11,1,1,8,0
14900000.0,16.51687183802978,3,9.305650551780507,3548.064516129032,27.91695165534152,7,0,1,12,177,2,1,7,0
45000000.0,17.622173069956816,21,10.819798284210286,2369.6682464454975,227.215763968416,3,0,1,12,146,1,1,3,0
27999999.0,17.14771506813948,28,11.512925464970229,3558.683274021352,322.3619130191664,3,0,1,12,48,0,1,3,0
20800000.0,16.85046359274847,7,9.421087402953841,1738.7323943661972,65.94761182067688,7,0,1,12,172,1,1,7,0
16500000.0,16.61887099947687,8,10.596659732783579,4938.271604938272,84.77327786226863,3,0,1,37,48,0,1,3,0
117000000.0,18.57768450130904,3,8.160803920954665,1129.032258064516,24.482411762863997,5,1,1,12,139,1,1,5,1
26000000.0,17.073607134447293,6,10.736418414365376,7540.983606557377,64.41851048619226,7,0,1,12,88,1,1,7,0
40800000.0,17.524192663884193,3,8.999742789830492,2612.9032258064517,26.999228369491476,7,0,1,12,11,1,1,7,0
168500000.0,18.94244631369141,14,9.680406499268875,1134.7517730496454,135.52569098976426,4,0,1,12,139,1,1,4,0
66800000.0,18.017213653476933,2,8.45553053102413,2238.095238095238,16.91106106204826,7,0,1,12,139,1,1,7,0
16000000.0,16.588099342704055,7,11.002116507732017,8450.704225352114,77.01481555412413,8,0,1,12,179,0,1,8,0
49000000.0,17.707330876483063,1,10.463131911491967,31818.181818181816,10.463131911491967,8,0,1,12,167,1,1,8,0
75000000.0,18.132998684833918,15,10.819798284210286,3311.2582781456954,162.29697426315428,3,0,1,29,48,0,1,3,1
70000000.0,18.064005814299346,1,7.3783837129967145,1454.5454545454545,7.3783837129967145,4,0,1,37,184,0,1,4,0
18000000.0,16.705882371415992,11,11.002116507732017,5405.405405405406,121.02328158505219,8,0,1,12,88,1,1,8,0
13500000.0,16.41820031748273,8,10.308985993422082,3703.703703703704,82.47188794737666,4,0,1,37,48,1,1,4,0
8500000.0,15.955576839107596,7,9.305741456739435,1549.2957746478874,65.14019019717604,3,0,1,37,57,0,1,3,0
23888888.0,16.98892401340688,7,10.308985993422082,4225.352112676057,72.16290195395457,7,0,1,12,11,1,1,7,0
13800000.0,16.440179222591198,12,12.91164481522143,33471.07438016529,154.93973778265718,3,4,1,12,177,2,1,3,2
6500000.0,15.687312888712007,11,9.210440366976517,900.900900900901,101.31484403674169,7,0,1,12,177,2,1,7,0
10000000.0,16.118095750958314,16,12.94560233227102,26024.16149068323,207.12963731633633,3,0,1,12,11,1,1,3,0
5500000.0,15.520258832020865,18,10.819798284210286,2762.430939226519,194.75636911578516,8,0,1,12,11,1,1,8,0
189000000.0,19.05725757831492,13,9.90353755128617,1526.7175572519084,128.74598816672022,4,0,1,12,139,1,1,4,0
33000000.0,17.312018149733785,9,9.798182590890704,1978.0219780219782,88.18364331801634,7,0,1,12,140,1,1,7,0
26900000.0,17.10763688174679,25,11.512925464970229,3984.02390438247,287.8231366242557,5,0,1,12,177,2,1,5,0
25000000.0,17.034386422832473,9,9.852246888342531,2087.912087912088,88.67022199508278,5,0,1,12,42,2,1,5,0
85000000.0,18.258161826219297,2,9.305741456739435,5238.095238095238,18.61148291347887,8,0,1,12,10,1,1,8,0
8600000.0,15.967272877502799,16,10.273739904888547,1798.8198757763973,164.37983847821675,3,0,1,12,88,1,1,3,0
35000000.0,17.370858648025116,6,9.167224080902555,1570.0,55.003344485415326,4,0,1,12,27,0,1,4,0
25000000.0,17.034386422832473,6,10.308985993422082,4918.032786885246,61.85391596053249,8,0,1,12,11,1,1,8,0
80000000.0,18.197537205138154,4,9.392745258631441,2926.829268292683,37.570981034525765,7,0,1,12,139,1,1,7,0
9500000.0,16.066802461833923,14,10.596659732783579,2836.8794326241136,148.3532362589701,7,0,1,12,177,2,1,7,0
6000000.0,15.607270193858982,9,5.5254529391317835,27.472527472527474,49.72907645218605,5,4,1,12,18,2,1,5,2
31500000.0,17.265498135541893,5,10.308985993422082,5882.352941176471,51.54492996711041,7,0,1,12,11,1,1,7,0
68000000.0,18.035018277846262,2,8.38958706681109,2095.238095238095,16.77917413362218,7,0,1,12,139,1,1,7,0
3700000.0,15.123843647884687,13,6.90875477931522,76.33587786259542,89.81381213109786,3,0,1,29,76,1,1,3,0
